pnum,qualitative,concave,noChange,accuracy,RT
3,0,0,1,1,0.57314
3,0,0,1,1,0.63977
3,0,0,1,1,0.51955
3,1,1,0,0,0.54649
3,1,1,0,0,0.42644
3,0,0,1,1,0.52035
3,1,0,0,1,0.73326
3,0,0,0,0,0.7597
3,0,0,1,1,0.94644
3,0,0,1,1,0.51983
3,0,0,1,1,0.53316
3,0,0,1,1,0.33381
3,0,0,1,0,0.66668
3,0,0,1,1,0.50651
3,1,0,0,0,0.61311
3,0,0,1,1,0.53316
3,0,0,1,1,0.7064
3,0,0,1,1,0.62687
3,0,1,0,1,0.50668
3,0,0,0,1,0.49357
3,0,0,1,1,0.3999
3,0,0,1,1,0.54649
3,0,0,1,1,0.49319
3,0,1,0,1,0.54648
3,0,0,1,1,0.35992
3,1,1,0,0,0.56007
3,0,0,1,1,0.51985
3,0,0,0,0,0.45321
3,0,0,1,1,0.47986
3,0,0,1,1,0.42655
3,0,0,1,1,0.74638
3,1,0,0,0,0.90654
3,0,1,0,1,0.43988
3,0,0,1,1,0.63976
3,1,0,0,1,0.78636
3,1,0,0,0,0.66643
3,0,0,1,1,0.5065
3,0,0,1,1,0.49319
3,1,1,0,0,0.54649
3,1,1,0,1,1.1592
3,1,0,0,0,0.48
3,0,0,0,0,0.45321
3,0,0,1,1,0.65311
3,1,0,0,0,0.61312
3,0,0,1,1,0.45322
3,0,0,1,1,0.38631
3,0,0,1,1,0.41282
3,0,0,0,0,0.71974
3,0,1,0,1,0.4133
3,1,0,0,0,0.49319
3,0,0,1,1,0.46654
3,1,1,0,0,0.93293
3,1,0,0,0,0.36018
3,1,1,0,1,0.43988
3,0,1,0,1,0.3999
3,0,0,1,1,0.42665
3,0,0,0,1,0.49357
4,0,0,0,0,0.7064
4,0,0,1,1,0.38676
4,0,1,0,0,0.45314
4,0,0,1,1,0.21336
4,0,0,0,0,0.69311
4,0,0,1,1,0.46656
4,0,0,1,1,0.39992
4,0,0,1,1,0.51985
4,0,0,0,0,0.73301
4,0,0,1,1,0.45321
4,1,1,0,1,0.53317
4,0,1,0,1,0.36016
4,0,0,1,1,1.8922
4,1,1,0,0,0.36003
4,0,0,0,0,0.36006
4,0,1,0,1,0.42655
4,0,0,1,1,0.51985
4,0,0,1,0,0.74639
4,0,0,0,1,0.61313
4,1,0,0,0,0.41343
4,1,0,0,0,0.49318
4,0,1,0,1,0.31962
4,0,0,1,1,0.41323
4,1,0,0,0,0.47987
4,0,0,1,1,1.0795
4,0,0,1,1,0.3868
4,1,1,0,0,1.3461
4,0,1,0,0,0.38658
4,1,0,0,1,0.79967
4,0,0,1,1,0.34659
4,1,0,0,0,0.37326
4,0,1,0,1,0.45319
4,0,0,1,0,0.5998
4,0,0,1,1,0.4399
4,0,0,1,1,0.62645
4,0,0,0,0,0.42667
4,0,0,1,1,0.22667
4,0,1,0,0,0.42656
4,0,0,0,0,0.34673
4,0,0,1,1,0.41324
4,0,1,0,1,0.90606
4,0,1,0,1,0.42676
4,0,0,1,1,0.37343
4,0,0,1,1,0.42655
4,0,0,1,1,0.22706
4,1,1,0,0,0.26686
4,0,0,1,1,0.89316
4,0,0,1,1,0.1468
4,0,0,1,1,0.7064
4,0,0,1,1,0.43988
4,1,1,0,1,0.35993
4,0,0,1,1,0.57314
4,0,0,1,1,0.23999
4,0,0,1,1,0.31995
4,1,1,0,0,0.43993
4,0,0,1,1,0.37326
4,1,1,0,1,0.73293
4,1,1,0,0,0.37325
4,0,0,1,1,0.59995
4,0,0,1,1,0.41324
4,0,0,1,1,0.22688
4,0,1,0,0,0.14667
4,1,0,0,1,0.58648
4,1,1,0,0,0.35993
4,0,0,1,1,0.61311
4,1,0,0,0,0.54664
4,1,1,0,0,0.52002
4,1,1,0,1,0.37326
4,0,0,1,1,0.1068
4,1,0,0,0,0.55981
4,0,0,0,0,0.67975
4,0,0,1,1,0.53296
4,0,0,1,1,0.7733
4,1,1,0,0,0.34678
4,0,0,1,1,0.35994
4,1,1,0,0,0.36012
4,1,1,0,1,0.13339
4,0,0,0,0,0.18669
4,0,0,0,1,0.69308
4,0,1,0,1,0.29349
4,1,0,0,0,0.63978
4,0,0,1,1,0.34661
4,0,0,1,1,0.65298
4,0,0,1,1,0.45321
4,0,0,1,1,0.38659
4,0,0,1,1,0.2669
4,0,0,1,1,0.57324
4,0,0,1,1,0.35997
4,0,1,0,1,0.6798
4,0,0,1,1,0.65338
4,0,0,0,1,0.50652
4,0,0,1,1,0.30662
4,0,0,1,1,0.28037
4,1,1,0,0,0.63978
4,0,0,0,0,0.52011
4,0,0,1,1,0.33321
4,1,1,0,0,0.54651
4,0,0,0,1,0.41323
4,0,0,1,1,0.37325
4,0,0,1,1,0.17347
4,0,1,0,1,0.37326
4,0,0,0,0,0.51984
4,0,0,0,1,0.45322
4,0,0,1,1,0.35993
4,0,1,0,0,7.2761
4,1,1,0,0,0.46678
4,1,1,0,0,0.61312
4,1,0,0,0,0.42655
4,0,0,1,1,0.30662
4,0,1,0,0,0.45294
4,1,1,0,1,0.58646
4,0,0,1,1,0.34676
4,0,0,1,1,0.74632
4,0,0,1,1,0.3999
4,0,0,1,1,0.51978
4,0,1,0,0,0.43989
4,0,0,1,1,0.43988
4,0,0,1,1,0.48007
4,0,0,0,0,0.42657
4,0,0,1,1,0.5998
4,0,1,0,1,0.92012
4,0,0,1,1,0.42655
4,0,0,1,1,0.41344
4,0,1,0,0,0.44048
4,0,0,1,1,0.41323
4,0,0,0,0,0.44013
4,0,0,1,0,16.618
4,0,0,1,1,0.50651
4,1,1,0,0,0.55982
4,1,1,0,0,0.41366
4,0,0,1,1,0.45322
4,0,0,1,1,0.43988
4,0,0,1,1,0.3601
4,0,0,1,1,0.47985
4,0,0,1,1,0.18667
4,0,0,1,1,0.38658
4,0,0,1,1,0.86664
4,1,1,0,0,0.47986
4,0,1,0,0,0.56
4,0,0,1,1,0.39992
4,1,0,0,1,0.34659
4,0,1,0,0,0.5998
4,0,0,1,1,0.21334
4,1,1,0,1,0.3466
4,0,1,0,0,1.9057
4,1,0,0,1,0.42656
4,0,1,0,1,0.78637
4,1,1,0,1,0.38657
4,1,0,0,1,0.55974
4,1,1,0,0,0.51996
4,0,0,1,1,0.30722
4,0,0,1,1,0.41333
4,1,0,0,0,0.99983
4,0,0,0,0,0.53353
4,0,0,1,1,1.4394
4,1,1,0,0,0.43988
4,0,0,0,0,0.42624
4,0,0,1,1,0.47986
4,0,0,1,1,0.37364
4,1,0,0,0,0.39991
4,0,0,1,1,0.35993
4,1,1,0,0,0.75971
4,0,1,0,0,0.6531
4,0,1,0,1,0.34729
4,1,1,0,0,0.46653
4,1,0,0,0,0.45321
4,1,0,0,0,0.37355
4,0,0,1,1,0.45321
4,0,0,1,0,0.61339
4,1,0,0,0,0.57322
4,1,1,0,0,0.5465
4,0,0,1,0,0.40014
4,1,1,0,0,0.02677
4,1,1,0,0,0.64002
4,1,0,0,0,0.38658
4,1,1,0,1,0.40001
4,0,0,1,1,0.83967
4,1,0,0,1,0.55999
4,0,0,1,1,0.46629
4,0,0,1,1,0.54649
4,0,0,1,1,0.3466
4,0,1,0,0,0.63978
4,0,0,1,1,1.9459
4,1,1,0,1,0.41323
4,0,0,0,1,0.57336
4,0,0,1,1,0.3999
4,0,0,1,1,0.45321
4,0,0,0,0,0.58648
4,1,0,0,0,0.46654
4,0,0,1,1,2.7984
4,0,0,1,1,0.41323
4,0,1,0,1,0.34659
4,0,0,1,1,0.62646
4,0,0,1,1,0.73278
4,0,0,1,1,0.43988
4,0,0,0,0,0.47986
4,0,0,1,1,0.45324
4,0,0,0,0,0.4668
4,0,0,0,0,0.22667
4,0,0,1,1,0.51984
4,0,0,1,1,0.61326
4,0,0,1,1,0.50651
4,0,0,0,0,0.39878
4,0,0,1,1,0.42659
4,0,0,1,1,0.41321
4,0,1,0,0,0.41322
4,0,1,0,0,0.36011
4,0,0,1,1,0.37326
4,1,0,0,0,0.53315
4,0,0,1,1,0.40028
4,0,0,0,0,0.63977
4,0,0,0,1,0.46653
4,0,0,1,1,0.47986
4,0,0,1,1,1.0662
4,1,0,0,0,0.38658
4,0,0,1,1,0.36019
4,0,0,1,1,0.55982
4,0,0,1,1,0.39991
4,0,0,1,1,0.61293
4,0,1,0,0,0.73306
4,0,0,0,1,0.46671
4,1,1,0,0,0.38658
4,0,0,1,1,0.31995
4,1,0,0,0,0.37326
4,0,0,1,1,0.81297
4,0,0,1,0,0.99957
4,1,1,0,0,0.45321
4,0,0,0,0,0.49286
4,0,0,1,0,0.97292
4,1,0,0,1,0.66643
4,0,0,1,1,0.42627
4,0,1,0,0,0.42657
4,0,0,0,0,0.59978
4,0,0,1,1,0.57314
4,0,1,0,1,0.58647
4,0,1,0,0,0.5998
4,0,1,0,1,0.50667
4,1,0,0,0,0.95951
4,0,0,1,1,0.37326
4,0,0,1,1,0.33336
4,0,1,0,1,0.58657
4,0,1,0,1,0.49319
4,0,0,1,1,54.197
4,0,0,1,1,0.42687
4,0,0,1,1,0.67975
4,0,0,1,1,0.43981
4,0,0,1,1,0.38658
4,0,0,0,0,0.41324
4,0,0,0,0,0.77304
4,0,1,0,0,0.63965
4,1,1,0,0,0.79967
4,0,0,1,1,0.41323
4,1,1,0,0,0.86662
4,0,0,1,1,0.34661
4,0,0,1,1,0.38683
4,1,1,0,0,0.2933
4,0,1,0,1,1.1598
4,0,0,0,0,0.69307
4,1,0,0,1,0.68004
4,0,0,1,1,0.43988
4,0,0,1,1,0.46653
4,1,0,0,0,0.45344
4,1,0,0,0,0.66644
4,0,0,1,1,0.35993
4,0,0,1,1,1.3327
4,0,0,1,0,0.51984
4,1,0,0,0,0.40017
4,0,0,1,1,0.37327
4,1,1,0,0,0.3999
4,0,0,1,1,0.41323
4,1,1,0,1,0.73295
4,1,0,0,0,0.38657
4,0,0,1,1,0.54655
4,1,1,0,0,0.50651
4,0,0,1,1,0.35992
4,1,1,0,1,0.77303
4,0,1,0,1,0.49347
4,0,0,0,1,0.30681
4,0,1,0,0,0.51984
4,0,1,0,1,0.53318
4,0,0,1,1,0.78636
4,0,0,1,1,0.77296
4,0,0,1,1,0.3999
4,0,1,0,1,0.28027
4,0,0,1,1,0.35994
4,0,0,1,1,0.43989
4,0,0,0,1,0.29329
4,0,0,1,1,0.83967
4,0,1,0,1,0.43988
4,0,0,1,1,0.78605
4,0,0,1,1,0.62644
4,0,1,0,1,0.37325
4,0,0,1,1,0.14671
4,0,0,1,1,0.46654
4,1,0,0,0,0.41323
4,1,1,0,1,0.38659
4,0,0,0,0,0.57315
4,0,0,1,1,0.43988
4,0,0,1,0,0.41349
4,0,0,1,1,0.34661
4,0,1,0,0,0.09346
4,0,0,1,0,0.37326
4,0,0,1,1,0.41353
4,0,0,0,0,0.3999
4,0,0,1,1,0.6531
4,0,0,0,1,0.53349
4,0,0,0,1,0.45314
4,1,0,0,0,0.38682
4,0,0,0,0,1.5196
4,1,1,0,1,0.6001
4,0,0,1,1,0.3868
4,1,1,0,0,0.42656
4,0,0,1,1,0.65303
4,1,1,0,0,0.58647
4,0,0,1,1,0.71973
4,0,0,1,1,0.42688
4,0,0,1,1,0.3868
4,0,0,1,1,0.52002
4,0,0,0,0,0.34661
4,0,0,1,1,0.20005
4,0,1,0,1,0.78636
4,0,1,0,1,0.46655
4,0,0,1,1,0.35993
4,1,0,0,0,0.38658
4,1,1,0,0,0.3867
4,1,0,0,0,0.4532
4,0,0,1,1,0.41324
4,1,1,0,0,0.39992
4,0,1,0,0,0.9066
4,1,1,0,1,0.9596
4,1,1,0,0,0.51985
4,1,0,0,1,0.73273
4,0,0,1,1,0.3999
4,1,0,0,0,0.31995
4,0,0,1,1,0.32002
4,0,0,1,1,0.37322
4,1,1,0,1,0.66623
4,0,0,1,1,0.46654
4,1,0,0,0,0.50671
4,0,0,1,1,0.3465
4,0,0,0,1,0.37294
4,0,0,1,1,0.16008
4,0,1,0,1,0.53315
4,0,0,1,1,0.32014
4,0,0,1,1,0.5998
4,0,0,0,0,0.75927
4,0,0,1,1,0.37325
4,0,0,1,1,0.32031
4,0,0,1,1,0.39991
4,1,1,0,0,0.3999
4,0,1,0,1,0.67987
4,0,0,0,1,0.50651
4,0,0,1,1,0.6531
4,1,0,0,0,0.79969
4,0,0,1,1,31.956
4,0,0,1,1,0.39992
4,1,0,0,0,0.51986
4,1,0,0,0,0.56009
4,0,0,1,1,0.37326
4,0,0,1,1,0.34683
4,1,1,0,0,0.53316
4,0,0,1,0,0.64004
4,1,0,0,0,0.36003
4,0,1,0,1,0.24
4,0,0,1,1,0.94628
4,0,0,1,1,0.37325
4,0,0,1,1,0.38658
4,0,0,1,1,0.35992
4,0,0,1,1,0.63953
4,0,0,1,1,0.43989
4,1,1,0,0,0.42656
4,0,0,1,1,0.33366
4,0,0,1,1,0.5998
4,0,0,0,1,0.51976
4,0,0,1,1,0.45294
4,1,0,0,1,0.30662
4,0,0,1,1,0.51974
4,0,0,1,1,0.62654
4,0,0,1,1,0.43987
4,0,0,1,1,0.29363
4,0,1,0,0,0.46653
4,1,0,0,0,0.36011
4,0,0,0,0,0.39991
4,0,0,0,0,0.29337
4,0,1,0,0,0.68009
4,0,0,1,1,0.41323
4,0,0,1,1,0.43989
4,1,0,0,0,0.27997
4,0,1,0,1,0.64011
4,1,0,0,1,0.85298
4,1,0,0,1,0.35992
4,0,1,0,0,0.61322
4,1,1,0,0,0.57314
4,0,0,1,1,0.49318
4,1,1,0,1,0.41324
4,1,1,0,0,0.28003
4,1,0,0,1,0.40045
4,0,0,1,1,0.79975
4,1,0,0,1,0.49318
4,0,0,1,1,0.34695
4,1,1,0,0,0.6001
4,1,0,0,0,0.41295
4,1,0,0,0,2.9585
4,0,0,1,1,0.01375
4,0,1,0,1,0.56013
4,0,0,1,1,0.53316
4,0,0,1,1,0.45356
4,0,0,0,1,0.50627
4,0,0,1,1,0.95959
4,0,0,0,0,2.4788
4,0,0,1,1,0.41324
4,0,0,0,1,0.62645
4,0,0,1,0,0.48011
4,1,1,0,0,0.47987
4,0,0,1,1,0.36048
4,0,0,0,0,0.42656
4,0,0,1,1,0.65344
4,0,0,1,1,0.49353
4,0,0,1,1,0.53317
4,0,0,1,1,0.61311
4,0,1,0,0,0.1467
4,0,0,1,0,0.47986
4,0,0,1,1,0.38658
4,0,1,0,1,0.46655
4,0,0,1,1,0.46654
4,0,0,0,1,0.5065
4,0,0,1,1,0.61312
4,0,0,1,1,0.17336
4,0,0,1,1,0.3466
4,0,0,1,1,0.33328
4,0,0,0,1,0.77304
4,0,0,0,0,0.47985
4,0,0,1,1,0.47986
4,0,0,0,0,0.49318
4,1,1,0,1,0.46624
4,0,0,0,0,0.3734
4,0,0,1,1,0.38698
4,0,0,1,1,0.3466
4,0,0,1,1,0.54684
4,0,0,1,1,0.54649
4,0,0,1,1,0.64001
4,0,0,1,1,1.4793
4,0,0,1,1,0.47987
4,0,0,1,1,0.46653
4,0,0,1,1,0.46654
4,0,0,1,1,0.33326
4,0,0,1,1,0.45321
4,1,0,0,0,0.6795
4,1,1,0,1,0.41322
4,0,0,1,1,0.45321
4,0,0,1,0,0.82662
4,0,0,0,0,0.55982
4,1,0,0,0,0.3466
4,1,0,0,1,0.58647
4,0,0,0,1,0.59957
4,1,1,0,1,0.4532
4,0,0,1,1,0.85317
4,0,0,0,0,0.6531
4,0,0,1,1,0.65345
4,0,0,0,0,0.49289
4,0,0,0,0,0.60003
4,0,0,1,1,0.37416
4,0,0,1,1,0.5067
4,0,0,1,1,0.3999
4,1,0,0,1,0.67975
4,1,0,0,1,0.56037
4,1,0,0,0,0.6133
4,0,0,1,1,0.20001
4,0,0,0,0,0.51984
4,0,0,1,1,0.34661
4,0,1,0,0,0.73331
4,1,0,0,0,0.46653
4,1,0,0,0,0.89302
4,0,0,1,1,0.38701
4,0,0,1,0,0.71147
4,0,0,1,1,0.18669
4,1,0,0,0,0.46665
4,0,0,1,0,0.67975
4,1,0,0,0,0.45308
4,0,0,1,1,0.78636
4,0,1,0,1,0.50651
4,0,0,1,1,0.49318
4,0,0,1,1,0.45346
4,1,1,0,0,0.27996
4,0,1,0,1,0.43989
4,0,0,1,1,0.35992
4,0,0,0,1,0.78636
4,0,0,1,1,0.34661
4,0,1,0,0,0.62645
4,1,0,0,1,0.61301
4,1,1,0,1,0.57314
4,1,0,0,0,0.22666
4,1,1,0,0,1.0795
4,0,0,1,1,0.46653
4,1,1,0,0,0.66641
4,0,0,1,1,0.35992
4,1,0,0,0,0.53283
4,1,0,0,1,0.61312
4,0,0,1,1,0.57315
4,0,0,0,0,0.0401
4,0,0,0,0,0.55982
4,0,0,0,1,0.3468
4,1,0,0,0,0.41357
4,1,0,0,0,0.4132
4,0,0,1,1,0.62645
4,0,0,1,1,0.41351
4,0,1,0,1,0.82633
4,0,0,1,1,0.16004
4,1,1,0,0,0.34659
4,1,0,0,0,0.37326
4,1,1,0,0,0.49319
4,0,0,1,1,0.46682
4,1,0,0,0,0.49342
4,1,0,0,0,0.48039
4,1,1,0,1,0.41323
4,0,0,1,1,0.23999
4,0,1,0,1,0.41334
4,0,0,1,1,0.35994
4,1,0,0,1,0.51984
4,0,0,1,1,0.38659
4,0,0,1,1,0.73338
4,0,1,0,1,0.46653
4,0,0,0,1,0.53317
4,0,1,0,1,0.31995
4,0,1,0,1,0.66644
4,0,0,0,1,0.6128
4,0,0,1,0,0.58709
4,0,1,0,1,0.54713
4,1,0,0,0,0.52023
4,0,0,1,1,0.65309
4,0,0,1,0,0.47984
4,1,1,0,0,0.39991
4,1,0,0,0,0.39991
4,1,0,0,1,0.39979
4,0,0,1,0,0.24
4,0,0,1,1,0.26664
4,0,0,1,1,0.63978
4,0,0,1,1,0.39991
4,0,0,0,0,0.44028
4,0,0,0,0,0.97292
4,0,0,1,0,0.75938
4,0,0,1,1,0.66658
4,0,0,1,1,0.51984
4,0,0,1,1,0.62652
4,0,1,0,1,0.41322
4,0,0,1,1,0.40048
4,0,1,0,1,0.30663
4,0,0,1,1,0.22666
4,0,0,1,1,0.54688
4,0,1,0,0,0.31994
4,0,0,1,1,0.33328
4,0,0,0,0,0.41323
4,0,0,1,1,0.75946
4,0,0,1,1,0.35981
4,0,0,1,1,0.73284
4,0,0,1,1,0.30661
4,0,1,0,0,0.40051
4,0,0,0,1,0.63978
4,0,0,0,0,0.3735
4,1,1,0,1,0.61312
4,0,0,1,1,0.46653
4,0,0,1,1,0.37324
4,0,0,1,1,0.51984
4,0,0,1,1,0.35994
4,0,0,1,1,0.45321
4,1,1,0,1,0.46654
4,0,0,1,1,0.41328
4,0,0,0,0,0.79969
4,0,0,1,1,0.50662
4,0,0,1,1,0.57316
4,0,1,0,0,0.33327
4,0,0,1,1,0.12005
4,0,0,1,1,0.38658
4,0,0,0,1,0.6531
4,0,0,1,1,0.37326
4,0,0,1,1,0.81301
4,0,1,0,0,0.62645
4,0,0,1,1,0.37326
4,0,0,1,1,0.91996
4,0,0,1,1,0.26668
4,0,0,1,1,0.37325
4,0,0,1,1,0.22681
4,0,0,1,1,0.38657
4,1,0,0,0,0.59959
4,0,0,0,0,0.66669
4,0,0,1,1,0.39945
4,1,1,0,1,0.51984
4,1,1,0,0,0.37325
4,0,0,0,1,0.38659
4,0,0,1,1,0.38657
4,0,0,0,0,0.43985
4,0,0,1,1,0.49319
4,0,0,1,1,0.86631
4,0,0,1,1,0.42656
4,0,0,1,1,7.8625
4,0,0,1,0,0.97292
4,0,1,0,1,0.49323
4,0,0,1,1,0.32034
4,0,0,1,1,2.5987
4,1,1,0,0,0.65324
4,0,0,0,1,0.77303
4,0,0,1,1,0.43995
4,0,0,1,1,0.30662
4,1,1,0,1,0.10673
4,1,0,0,1,0.42656
4,0,0,1,1,0.34634
4,1,1,0,0,0.70641
4,0,1,0,0,0.34659
4,0,0,1,1,0.58647
4,0,0,1,1,0.40029
4,0,0,1,1,0.54649
4,0,0,1,1,0.12005
4,0,0,1,1,0.43988
4,1,0,0,1,0.3999
4,0,0,1,0,8.4755
4,0,0,1,1,0.42692
4,0,0,1,1,0.3999
4,0,0,1,1,0.58647
4,0,0,1,1,0.43988
4,1,0,0,0,0.34661
4,0,0,1,1,0.34627
4,1,1,0,1,0.6932
4,1,1,0,0,0.45323
4,0,0,0,1,0.38713
4,0,0,1,1,0.54673
4,0,1,0,0,0.53317
4,0,0,1,1,0.53341
4,0,0,1,1,0.09341
4,1,0,0,1,0.58635
4,0,1,0,1,0.41323
4,0,1,0,0,0.37326
4,1,1,0,0,0.81301
4,1,0,0,1,0.57314
4,0,1,0,1,0.81301
4,0,0,1,1,0.38657
4,0,0,1,1,0.21385
4,0,0,1,1,0.38661
4,0,0,1,1,0.46654
4,0,1,0,1,0.57315
4,0,0,1,1,2.8386
5,1,1,0,1,0.63978
5,0,1,0,1,0.27996
5,1,0,0,1,0.54651
5,0,0,1,1,0.5465
5,0,0,1,1,0.39992
5,1,1,0,0,0.89293
5,1,0,0,1,0.65309
5,0,0,0,1,0.55982
5,0,0,1,1,0.51979
5,0,0,1,1,0.54649
5,0,0,0,0,0.53317
5,0,0,1,1,0.37323
5,0,0,1,1,0.51984
5,0,0,1,0,0.62644
5,0,0,1,0,0.57315
5,0,1,0,1,0.44015
5,0,0,0,1,0.7064
5,1,1,0,1,0.52011
5,1,0,0,1,0.57315
5,0,0,1,1,0.39991
5,1,0,0,0,0.33328
5,0,0,1,1,0.35998
5,0,1,0,1,0.45322
5,1,1,0,1,0.46669
5,0,0,1,1,0.83988
5,0,0,1,1,0.46673
5,0,1,0,1,0.49347
5,0,0,1,1,0.36028
5,1,1,0,0,0.41324
5,0,0,1,1,0.34681
5,0,0,1,1,0.46662
5,0,0,1,1,0.52022
5,0,0,1,0,0.83966
5,0,0,0,1,0.81301
5,0,0,1,1,0.54649
5,0,0,0,1,0.39989
5,1,0,0,0,0.37345
5,1,1,0,1,0.7064
5,0,0,0,0,0.5998
5,0,0,1,1,0.46653
5,0,0,1,1,0.45321
5,0,1,0,1,0.47987
5,0,1,0,1,0.40011
5,0,1,0,1,0.43988
5,1,0,0,0,0.43988
5,1,0,0,1,0.70662
5,0,0,0,1,0.49318
5,0,0,1,1,0.42656
5,0,0,1,1,0.49363
5,0,0,0,1,1.0129
5,0,0,1,0,0.7064
5,0,0,1,0,0.65309
5,1,0,0,0,0.61313
5,0,0,0,1,0.5998
5,1,0,0,0,0.41302
5,0,0,1,1,0.43993
5,0,0,1,1,0.40007
5,0,0,0,0,0.30676
5,0,0,1,1,0.4532
5,1,1,0,1,0.47986
5,0,1,0,0,0.51984
5,1,1,0,1,0.58668
5,0,0,1,1,0.34655
5,0,0,0,1,0.61311
5,0,0,1,1,0.41324
5,1,1,0,0,0.46653
5,0,0,0,1,0.54677
5,0,0,1,1,0.41367
5,1,1,0,1,0.68009
5,0,1,0,1,0.3999
5,0,0,1,1,0.42655
5,1,1,0,1,0.46678
5,0,0,1,1,0.3999
5,0,0,1,1,0.35993
5,1,1,0,1,0.5998
5,0,0,0,1,0.57314
5,0,0,1,1,0.46653
5,0,0,1,1,0.34663
5,0,0,1,1,0.34662
5,0,0,1,1,0.51952
5,1,1,0,0,0.39991
5,0,0,1,0,0.89296
5,0,0,1,1,0.49318
5,0,0,0,1,0.56005
5,0,0,1,0,0.66644
5,0,0,1,0,0.45321
5,0,0,1,1,0.45321
5,0,0,1,1,0.66643
5,0,0,1,1,0.74645
5,0,0,1,1,0.63977
5,0,1,0,1,0.43987
5,0,1,0,0,0.67976
5,0,0,1,1,0.41323
5,0,1,0,0,0.82634
5,1,1,0,1,0.46629
5,1,1,0,0,0.81336
5,0,0,0,0,0.69331
5,0,0,1,0,0.74681
5,0,0,0,1,0.66643
5,0,0,1,1,0.74662
5,0,0,1,1,0.58646
5,0,0,1,1,1.759
5,1,0,0,1,0.50652
5,0,0,1,0,0.4934
5,0,0,0,0,1.1995
5,0,0,1,1,0.45322
5,1,0,0,0,0.48006
5,0,0,1,1,0.49345
5,0,0,1,1,0.57342
5,0,0,0,0,0.31995
5,0,0,1,1,0.43988
5,0,0,1,1,0.53317
5,0,0,1,1,0.85299
5,0,0,1,1,0.47986
5,1,0,0,1,0.82634
5,0,0,1,1,0.43989
5,0,0,1,1,0.4798
5,0,0,1,1,0.4263
5,0,0,1,0,0.54624
5,0,0,0,1,1.2128
5,0,0,1,0,0.58648
5,0,0,1,1,0.33328
5,0,0,0,0,0.81304
5,0,0,1,1,0.43988
5,0,0,1,1,0.62658
5,0,1,0,1,0.42655
5,0,0,1,1,0.85299
5,0,0,1,1,0.51985
5,0,0,1,1,0.3596
5,0,0,1,1,0.37326
5,0,0,1,1,0.48008
5,1,1,0,0,0.57313
5,0,0,1,1,0.47987
5,0,0,0,1,0.5998
5,0,1,0,1,0.43994
5,0,0,0,1,0.86603
5,0,0,0,1,0.6531
5,0,0,1,1,0.3868
5,0,0,0,1,0.66643
5,0,0,1,1,0.41322
5,0,0,1,0,0.90629
5,0,0,0,1,0.52011
5,0,0,1,1,0.57338
5,0,0,1,1,0.39991
5,0,0,1,1,0.51996
5,1,1,0,1,0.51984
5,0,0,1,1,0.57292
5,0,1,0,1,0.41323
5,0,1,0,1,0.61288
5,0,0,1,1,0.71972
5,1,0,0,1,0.65311
5,0,0,1,1,0.53332
5,1,1,0,1,0.58646
5,1,1,0,0,0.57315
5,0,0,1,1,0.51984
5,0,0,1,1,0.4399
5,0,0,1,1,1.3332
5,0,1,0,1,0.3729
5,1,0,0,1,0.55982
5,0,0,1,1,0.71973
5,1,0,0,1,2.0523
5,0,0,1,1,0.86607
5,0,0,0,1,0.54652
5,0,0,1,1,0.57311
5,0,0,1,1,0.49296
5,0,0,1,1,0.38658
5,0,0,1,1,0.73305
5,1,1,0,1,0.52011
5,0,1,0,1,0.78636
5,0,0,0,0,0.89297
5,1,1,0,0,0.66643
5,1,0,0,0,0.36013
5,1,0,0,1,0.45322
5,0,1,0,1,0.4
5,0,0,1,1,0.45307
5,0,1,0,1,0.46654
5,0,0,1,1,0.44025
5,0,0,1,1,0.75946
5,1,0,0,0,0.46654
5,0,1,0,1,0.51983
5,1,1,0,0,0.49319
5,0,1,0,1,0.43988
5,0,1,0,1,0.43988
5,1,0,0,0,0.50651
5,1,1,0,1,0.53317
5,0,0,1,0,0.75994
5,0,1,0,1,0.51965
5,0,0,1,1,0.61313
5,1,1,0,1,0.38659
5,0,0,0,0,0.43989
5,0,0,1,1,0.45321
5,0,1,0,1,0.54673
5,0,0,1,1,0.51984
5,0,0,1,1,0.69334
5,0,0,0,1,0.53343
5,0,0,1,1,0.50652
5,0,0,1,1,0.41324
5,0,1,0,1,0.49343
5,0,0,0,0,0.87963
5,0,1,0,1,0.63978
5,1,1,0,1,1.1325
5,0,0,0,1,0.66642
5,0,0,1,1,0.46655
5,0,0,1,1,0.46654
5,0,0,1,0,0.62679
5,0,0,1,1,0.49347
5,0,0,0,0,0.3999
5,0,0,1,1,0.70647
5,0,1,0,1,0.82634
5,0,0,1,1,0.57314
5,0,0,1,1,0.43988
5,0,0,0,0,0.44013
5,0,0,1,1,0.46654
5,0,0,1,0,1.9724
5,0,0,1,1,0.36014
5,0,1,0,1,0.46674
5,0,0,1,1,0.39959
5,1,0,0,0,0.59981
5,1,0,0,0,0.61303
5,0,0,1,0,0.61312
5,0,0,1,1,0.50652
5,0,0,1,1,0.27997
5,1,0,0,0,0.49343
5,1,1,0,1,0.61312
5,1,1,0,1,0.58647
5,0,1,0,1,0.57341
5,0,0,1,1,0.47999
5,0,1,0,1,0.50651
5,1,1,0,1,0.67976
5,0,0,1,1,0.3466
5,0,0,1,0,0.69308
5,1,0,0,0,0.51951
5,0,0,1,1,0.44015
5,0,0,0,1,0.83964
5,0,0,1,1,1.0929
